Node Id,Row Size (bytes),AverageHdfsReadThreadConcurrency,AverageScannerThreadConcurrency,BytesRead,BytesReadDataNodeCache,BytesReadLocal,BytesReadShortCircuit,DecompressionTime,MaxCompressedTextFileLength,NumColumns,NumDisksAccessed,NumScannerThreadsStarted,PeakMemoryUsage,PerReadThreadRawHdfsThroughput,RowsRead,RowsReturned,RowsReturnedRate,ScanRangesComplete,ScannerThreadsInvoluntaryContextSwitches,ScannerThreadsTotalWallClockTime,DelimiterParseTime,MaterializeTupleTime(*),ScannerThreadsSysTime,ScannerThreadsUserTime,ScannerThreadsVoluntaryContextSwitches,TotalRawHdfsReadTime(*),TotalReadThroughput,Parser Delimiter Cost (Bytes/NS),Materialize Tuple Cost (Bytes/NS)
13,8,0.00,1.00,284119,0,284119,284119,0.0,0,0,1,1,370840,9820000000.0,73049,366,917.0,1,0,398664000.0,0,13411000.0,999000.0,12998000.0,5,27590000.0,0.0,0.0,0.005446946536425323
12,36,0.00,0.00,124945,0,124945,124945,0.0,0,0,1,1,240088,2672640000000.0,1350,1350,13970.0,1,0,96490000.0,0,103278.0,0.0,0.0,6,44665.0,0.0,0.0,0.01307151571486667
8,16,0.48,10.97,5251819989,0,5251819989,5251819989,0.0,0,0,8,11,120884704,52690000000.0,2120958263,2120958263,270930000.0,951,1402,2100000000000.0,0,1951000000000.0,1415000000.0,163000000000.0,2083008,95000000000.0,26090000000.0,0.0,0.8123831672586037
8,16,0.55,13.96,5206432720,0,5206432720,5206432720,0.0,0,0,8,14,152976920,48710000000.0,2104293718,2104293718,243420000.0,930,1338,2636000000000.0,0,2493000000000.0,2092000000.0,171000000000.0,2073594,101000000000.0,26200000000.0,0.0,0.6060974123855829
8,16,0.57,13.95,5213594209,0,5213594209,5213594209,0.0,0,0,8,14,152897744,42090000000.0,2105761733,2105761733,234230000.0,937,1499,2617000000000.0,0,2437000000000.0,2410000000.0,173000000000.0,2083422,118000000000.0,26450000000.0,0.0,0.5525832161931173
8,16,0.39,10.96,4752645460,0,4752645460,4752645460,0.0,0,0,8,11,120979648,57500000000.0,1920110675,1920110675,264760000.0,843,1730,1851000000000.0,0,1738000000000.0,1706000000.0,150000000000.0,1899564,78000000000.0,26740000000.0,0.0,0.7587358176831752
9,31,0.00,1.00,718447,0,718447,718447,0.0,0,0,1,1,3612672,1341440000000.0,73049,73049,417200.0,1,0,182805000.0,0,8900000.0,2999000.0,4999000.0,10,509359.0,0.0,0.0,0.008207752808988764
5,8,0.00,0.00,284119,0,284119,284119,0.0,0,0,1,1,370840,606060000000.0,73049,365,26640.0,1,0,13451000.0,0,9481000.0,0.0,8998000.0,8,447770.0,0.0,0.0,0.007704777977006645
4,56,0.00,0.00,125782,0,125782,125782,0.0,0,0,1,1,300888,2723840000000.0,1350,1350,490050.0,1,0,2670000.0,0,122740.0,0.0,0.0,6,44680.0,0.0,0.0,0.010998859377546032
0,16,0.45,10.98,5251819989,0,5251819989,5251819989,0.0,0,0,8,12,122318592,62740000000.0,2120958263,2120958263,287810000.0,951,1597,2126000000000.0,0,2014000000000.0,1458000000.0,163000000000.0,2081150,79000000000.0,25820000000.0,0.0,0.9856736085927613
0,16,0.27,13.96,5213594209,0,5213594209,5213594209,0.0,0,0,8,14,153024928,97110000000.0,2105761733,2105761733,235690000.0,937,1604,2695000000000.0,0,2615000000000.0,2669000000.0,175000000000.0,2076576,51202000000.0,25700000000.0,0.0,0.5608246655378456
0,16,0.35,13.97,5206432720,0,5206432720,5206432720,0.0,0,0,8,14,153019216,72330000000.0,2104293718,2104293718,248070000.0,930,1304,2682000000000.0,0,2568000000000.0,2075000000.0,171000000000.0,2070651,68000000000.0,25790000000.0,0.0,0.6357625256636658
0,16,0.39,13.95,4752645460,0,4752645460,4752645460,0.0,0,0,8,14,152878696,63720000000.0,1920110675,1920110675,281760000.0,843,1349,2399000000000.0,0,2290000000000.0,1522000000.0,151000000000.0,1893074,71000000000.0,26280000000.0,0.0,0.9175406655334327
1,31,0.00,1.00,718447,0,718447,718447,0.0,0,0,1,1,3571712,976070000000.0,73049,73049,551550.0,1,0,139812000.0,0,7715000.0,0.0,7998000.0,6,701964.0,0.0,0.0,0.009468438107582631

