Node Id,Row Size (bytes),AverageHdfsReadThreadConcurrency,AverageScannerThreadConcurrency,BytesRead,BytesReadDataNodeCache,BytesReadLocal,BytesReadShortCircuit,DecompressionTime,MaxCompressedTextFileLength,NumColumns,NumDisksAccessed,NumScannerThreadsStarted,PeakMemoryUsage,PerReadThreadRawHdfsThroughput,RowsRead,RowsReturned,RowsReturnedRate,ScanRangesComplete,ScannerThreadsInvoluntaryContextSwitches,ScannerThreadsTotalWallClockTime,DelimiterParseTime,MaterializeTupleTime(*),ScannerThreadsSysTime,ScannerThreadsUserTime,ScannerThreadsVoluntaryContextSwitches,TotalRawHdfsReadTime(*),TotalReadThroughput,Parser Delimiter Cost (Bytes/NS),Materialize Tuple Cost (Bytes/NS)
8,84,0.20,3.20,88250492,0,88250492,88250492,0.0,0,0,3,4,126697472,60300000000.0,10844596,10844596,20800000.0,4,52,23472000000.0,0,20357000000.0,31993000.0,1849000000.0,10599,1395000000.0,11220000000.0,0.0,0.03769646590600721
8,84,0.08,2.08,59787408,0,59787408,59787408,0.0,0,0,3,3,83513560,29410000000.0,7334764,7334764,21480000.0,3,47,11564000000.0,0,10365000000.0,31994000.0,1228000000.0,6920,1938000000.0,9500000000.0,0.0,0.04005606236345986
8,84,0.25,1.75,56005393,0,56005393,56005393,0.0,0,0,2,2,83513560,24150000000.0,6903614,6903614,17510000.0,2,19,10525000000.0,0,9420000000.0,19996000.0,1239000000.0,6601,2211000000.0,8900000000.0,0.0,0.04020518065570274
8,84,0.11,1.44,40077904,0,40077904,40077904,0.0,0,0,2,2,65191936,30440000000.0,4917026,4917026,10230000.0,2,19,6795000000.0,0,5530000000.0,17996000.0,855869000.0,4798,1255000000.0,8490000000.0,0.0,0.015302644153110535
0,20,10.26,20.78,9357199388,0,9357199388,9357199388,0.0,0,0,8,23,339290224,19320000000.0,1300761170,83153428,1990000.0,583,3279,944000000000.0,0,147000000000.0,14156000000.0,153000000000.0,428722,461000000000.0,196130000000.0,0.0,0.040032711193783065
0,20,11.37,30.63,9122232611,0,9122232611,9122232611,0.0,0,0,8,35,402747536,22600000000.0,1267707538,81029616,2690000.0,563,5684,1025000000000.0,0,144000000000.0,31868000000.0,148000000000.0,261209,384000000000.0,255870000000.0,0.0,0.06030994342249624
0,20,10.30,30.15,8502087449,0,8502087449,8502087449,0.0,0,0,8,35,417823608,23880000000.0,1180551125,75444033,2520000.0,522,3738,998000000000.0,0,135000000000.0,30974000000.0,138000000000.0,270364,339000000000.0,242040000000.0,0.0,0.054794833544497705
0,20,11.29,30.17,8585830220,0,8585830220,8585830220,0.0,0,0,8,35,389973448,24200000000.0,1192715551,76256863,3010000.0,525,13440,869000000000.0,0,134000000000.0,22218000000.0,136000000000.0,178844,338000000000.0,282350000000.0,0.0,0.07104257182264938
3,36,0.00,0.00,88851,0,88851,88851,0.0,0,0,1,1,261504,1607680000000.0,7200,520,5310.0,1,0,97602000.0,0,1491000.0,0.0,999000.0,6,52722.0,0.0,0.0,0.00482897384305835
2,34,0.00,1.00,111603,0,111603,111603,0.0,0,0,1,1,190280,2652160000000.0,1350,267,635.0,1,0,108835000.0,0,151783.0,0.0,0.0,5,40130.0,0.0,0.0,0.008894276697653887
1,12,0.00,1.00,573419,0,573419,573419,0.0,0,0,1,1,1402880,19720000000.0,73049,251,341.0,1,0,434500000.0,0,7362000.0,0.0,7998000.0,6,27736000.0,0.0,0.0,0.009922439554468894

